	NAME	LATITUDE	LONGITUDE
6446	THE MAGNOLIA SCHOOL	30.465820493	-84.337071446
6447	TRINITY CATHOLIC SCHOOL	30.449659408	-84.2726675
6448	WOODLAND HALL ACADEMY	30.51736921	-84.200103039
6449	CHILDRENS COMMUNITY SCHOOL	41.553598295	-73.02667583
6450	AMBLESIDE SCHOOL OF OCALA	29.185975638	-82.12411904
6451	ARCHBISHOP CURLEY NOTRE DAME HIGH SCHOOL	25.821407709	-80.190416961
6452	BLESSED TRINITY SCHOOL	29.173861183	-82.136152122
6453	COMMUNITY CHRISTIAN SCHOOL	27.441889572	-82.5411725
6454	DUNNELLON CHRISTIAN ACADEMY	29.054777247	-82.466210522
6455	EPIPHANY CATHOLIC SCHOOL	25.693685433	-80.283199716
6456	FAITH LUTHERAN SCHOOL	25.822965	-80.275446
6457	FIRST ASSEMBLY CHRISTIAN SCHOOL & DAYCARE	29.201021822	-82.112412128
6458	FIRST BAPTIST CHRISTIAN SCHOOL	27.197542	-80.254557
6459	GRACE CHRISTIAN	29.186551242	-82.133252906
6460	GRACEWAY ACADEMY	29.15033526	-82.106110824
6461	HOBE SOUND CHRISTIAN ACADEMY	27.058600313	-80.136799875
6462	HOPE RURAL SCHOOL	27.028194076	-80.471283766
6463	MARIAN CENTER SCHOOL & SERVICES	25.916714838	-80.259349782
6464	MEADOWBROOK ACADEMY	29.169815916	-82.199226894
6465	MECHINA OF SOUTH FLORIDA	25.795645075	-80.140111236
6466	MONTESSORI PREPARATORY SCHOOL OF OCALA	29.192751619	-82.095585946
6467	NEW HORIZON ACADEMY	29.218084084	-82.1246678
6468	OUR LADY OF THE HOLY ROSARY-ST RICHARD SCHOOL	25.597693	-80.348029
6469	REDEEMER CHRISTIAN SCHOOL	29.097666666	-82.137859321
6470	REDEEMER LUTHERAN SCHOOL	27.195887192	-80.219202499
6471	SAMARITAN HOUSE FOR BOYS	27.123485	-80.233526
6472	SHILOH SDA CHURCH SCHOOL	29.182815	-82.154734
6473	ST BRENDAN CATHOLIC HIGH SCHOOL	25.742635	-80.335866
6474	EMERALD MOUNTAIN SCHOOL	40.487431937	-106.834147194
6475	ST HUGH CATHOLIC SCHOOL	25.723718702	-80.247318459
6476	ST JAMES CATHOLIC SCHOOL	25.894728	-80.209094
6477	ST JOHN LUTHERAN SCHOOL	29.169003594	-82.125902433
6478	ST JOSEPH CATHOLIC SCHOOL	27.473103266	-82.589242332
6479	ST JOSEPH CATHOLIC SCHOOL	27.189692507	-80.230992782
6480	ST LAWRENCE SCHOOL	25.951495465	-80.155872524
6481	ST MARYS CATHEDRAL SCHOOL	25.84341015	-80.200299121
6482	ST PATRICK SCHOOL	25.811325	-80.135089
6483	ST ROSE OF LIMA SCHOOL	25.871795	-80.189225
6484	ST THOMAS EPISCOPAL PARISH SCHOOL	25.689303054	-80.28400047
6485	THE CORNERSTONE SCHOOL	29.16050993	-82.120901136
6486	THE PINE SCHOOL	27.189124463	-80.229440008
6487	TRINITY CATHOLIC HIGH SCHOOL	29.145183759	-82.167702143
6488	VANGUARD SCHOOL OF COCONUT GROVE FL	25.717984746	-80.252429
6489	WEST COAST CHRISTIAN ACADEMY	27.454219243	-82.551146
6490	SACRED HEART SCHOOL	41.34841072	-72.0736895
6491	ALEXANDER MONTESSORI SCHOOL	25.714857668	-80.286060357
6492	ARCHBISHOP COLEMAN CARROLL HIGH SCHOOL	25.670945633	-80.466872012
6493	ARLINGTON ACADEMY OF MIAMI LLC	25.919933461	-80.292489773
6494	BIG STAR PRIVATE SCHOOL	25.859480702	-80.307818756
6495	CARPE DIEM ACADEMIA PALMETTO BAY	25.622327144	-80.342182095
6496	CARROLLTON SCHOOL OF THE SACRED HEART	25.720752701	-80.247726774
6497	CENTER OF LIFE ACADEMY	25.796087638	-80.196517003
6498	CHAMPAGNAT CATHOLIC SCHOOL	25.831230562	-80.274267897
6499	CHILDREN S RAINBOW DAY SCHOOL	25.554378793	-80.395901575
6500	CHRIST FELLOWSHIP ACADEMY	25.613811167	-80.338400079
6501	CINDERELLA SCHOOL	25.84287492	-80.305887926
6502	CONCHITA ESPINOSA ACADEMY	25.762554892	-80.406269513
6503	CUTLER RIDGE CHRISTIAN ACADEMY	25.576399	-80.357751
6504	GOSPEL TABERNACLE CHRISTIAN ACADEMY	25.946433484	-80.255133117
6505	GREATER MIAMI ADVENTIST ACADEMY	25.772286897	-80.393699865
6506	HOPE ACADEMY	25.596207176	-80.367907805
6507	JACOBSON SINAI ACADEMY	25.949154	-80.156719
6508	JOSE MARTI SCHOOL 1	25.755829	-80.238075
6509	KENDALL CHRISTIAN SCHOOL	25.666643187	-80.332253533
6510	KING'S CHRISTIAN SCHOOL	25.727474	-80.340451
6511	KINGDOM ACADEMY	25.682907481	-80.446467303
6512	MIAMI SHORES PRESBYTERIAN CHURCH SCHOOL	25.862047535	-80.184478003
6513	MIAMI SPRINGS ADVENTIST SCHOOL	25.815829	-80.286094
6514	MONSIGNOR EDWARD PACE HIGH SCHOOL	25.916574223	-80.253410681
6515	OUR LADY OF LOURDES PRESCHOOL	25.886854694	-80.306439079
6516	OUR LADY OF THE LAKES	25.91794	-80.307823
6517	OUR LADY OF THE ROSARY SCHOOL	25.680920381	-80.368385203
6518	PINECREST PRESBYTERIAN DAY SCHOOL	25.674489542	-80.285122722
6519	REM LEARNING CENTER	25.613993753	-80.430793584
6520	ROBLANCA ACADEMY	25.886295	-80.307145
6521	SCHECK HILLEL COMMUNITY SCHOOL	25.951291306	-80.151507917
6522	ST JOHN NEUMANN SCHOOL	25.656795	-80.367431
6523	ST PHILIP'S EPISCOPAL SCHOOL	25.748623	-80.277843
6524	ST STEPHEN'S EPISCOPAL DAY SCHOOL	25.727295	-80.243019
6525	SUNFLOWERS ACADEMY	25.766247716	-80.241172843
6526	TAMIAMI UNITED METHODIST DAYCARE & ELEM SCHOOL	25.766394	-80.217895
6527	TEMPLE BETH AM DAY SCHOOL	25.689103733	-80.289814268
6528	THE GLORY OF GOD CHRISTIAN SCHOOL	25.833832	-80.272894
6529	TORAS EMES ACADEMY KLURMAN ELEMENTARY SCHOOL	25.926475	-80.179096
6530	ALL ANGELS ACADEMY	25.831324968	-80.304982854
6531	BETESDA CHRISTIAN SCHOOL	25.896510413	-80.254123662
6532	BISCAYNE FNDTN ACA	25.945188	-80.143459
6533	CHILDRENS CREATIVE LEARNING CENTER AT FIU	25.75650579	-80.38225532
6534	CHRIST-MAR SCHOOL	25.886193	-80.312035
6535	DEBBIE SCHOOL	25.790508	-80.214968
6536	GLADEVIEW CHRISTIAN SCHOOL	25.74473833	-80.39286853
6537	GULLIVER PREPARATORY SCHOOL-MILLER DRIVE CAMPUS	25.716990197	-80.322984376
6538	HOLLYWOOD EDUCATION LITERACY PROJECT MIAMI	25.712679223	-80.418546109
6539	IMMACULATA-LA SALLE HIGH SCHOOL	25.745035	-80.21363
6540	JUST KIDS CENTERS	25.760791	-80.398262
6541	KEYSTONE NATIONAL HIGH SCHOOL	25.892642465	-80.202119946
6542	KID'S LOVE DAYCARE & PRESCHOOL	25.867177	-80.275188
6543	KIDS LEARNING CENTER OF SOUTH DADE	25.59097191	-80.378766773
6544	KILLIAN MONTESSORI SCHOOL	25.666087	-80.333908
6545	LEHRMAN COMMUNITY DAY SCHOOL	25.862123	-80.126285
6546	MIAMI UNION ACADEMY SDA	25.890345	-80.20491
6547	MONTESSORI ACADEMY AT ST JOHN'S	25.823067689	-80.126091562
6548	MONTESSORI CHILDREN'S HOUSE	25.663266	-80.406115
6549	MONTESSORI CHILDRENS ACADEMY	25.754265849	-80.348209227
6550	MONTESSORI CHILDRENS HOUSE OF MIAMI LAKES	25.917648665	-80.304574724
6551	MORNINGSIDE MONTESSORI SCHOOL	25.822003386	-80.186533083
6552	PARKWAY BAPTIST CHURCH WEE CARE	25.938807281	-80.2316672
6553	PENTAB ACADEMY	25.943347448	-80.212788313
6554	PERRINE SDA ELEMENTARY SCHOOL	25.606993567	-80.349151819
6555	PRINCETON CHRISTIAN SCHOOL	25.536422	-80.408534
6556	RASG HEBREW ACADEMY	25.800702589	-80.130491968
6557	ROYAL KIDS ACADEMY	25.887047	-80.366159
6558	SIERRA NORWOOD CALVARY CHILD DEVELOPMENT  CTR	25.949988022	-80.209194694
6559	ST LOUIS COVENANT SCHOOL	25.659312	-80.312009
6560	SUNSET MONTESSORI SCHOOL	25.7025428	-80.315471347
6561	THE CREATIVE LEARNING CENTER	25.67153	-80.397225
6562	THE FRENCH AMERICAN SCHOOL OF MIAMI	25.709255113	-80.285213721
6563	THE VICTORY CENTER	25.949632387	-80.153643354
6564	THREE FLAGS ACADEMY	25.884602	-80.311955
6565	TOWN CENTER PRESCHOOL	25.673116306	-80.443618389
6566	TRINITY CHRISTIAN ACADEMY	25.898309463	-80.313922464
6567	VON WEDEL MONTESSORI SCHOOL	25.884223052	-80.172933501
6568	WEST DADE ACADEMY	25.770304117	-80.302715266
6569	WILLIAM A KIRLEW JR ACADEMY	25.946792154	-80.254008587
6570	ANNUNCIATION CATHOLIC SCHOOL	38.930149241	-77.075919866
6571	EMERSON PREPARATORY SCHOOL	38.908542482	-77.04190483
6572	JEWISH PRIMARY DAY SCHOOL/NATIONS CAPITAL	38.964254411	-77.036011359
6573	KINGSBURY DAY SCHOOL	38.951010685	-77.034138752
6574	WASHINGTON INTERNATIONAL SCHOOL	38.93255404	-77.061420468
6575	WASHINGTON SCHOOL FOR GIRLS	38.843658409	-76.975328109
6576	AMERICAN HIGH SCHOOL ACADEMY	25.700647083	-80.359360956
6577	BETH JACOB HIGH SCHOOL	25.925545	-80.17783
6578	CALUSA PREPARATORY SCHOOL	25.701222885	-80.397054545
6579	COLONIAL CHRISTIAN SCHOOL	25.492586403	-80.468329384
6580	DIVINE SAVIOR ACADEMY	25.826680892	-80.364750066
6581	EBENEZER CHRISTIAN ACADEMY	25.81269146	-80.199305822
6582	EDC ACADEMY OF EXCELLENCE	25.825063741	-80.212011616
6583	FIRST UNITED METHODIST CHRISTIAN SCHOOL	25.47554	-80.477409
6584	FISHER ISLAND DAY SCHOOL	25.757870516	-80.140668615
6585	GLENDALE CHRISTIAN ACADEMY	25.6324583	-80.383184557
6586	GOOD SHEPHERD CATHOLIC SCHOOL	25.699747	-80.42229
6587	GORDON SCHOOL OF BETH DAVID CONGREGATION	25.754590262	-80.208284257
6588	GRACE BAPTIST ACADEMY	25.58690538	-80.396321664
6589	HOLY CROSS LUTHERAN SCHOOL	25.899004789	-80.185348
6590	JOSE MARTI SCHOOL #2	25.756000152	-80.246425926
6591	LA PRIMA CASA MONTESSORI	25.756131103	-80.196302173
6592	LA SCUOLA	25.646226184	-80.333896721
6593	LITTLE ANGELS CHRISTIAN SCHOOL	25.881177	-80.287259
6594	MIAMI SHORES COMMUNITY CHURCH SCHOOL	25.865326	-80.189417
6595	MIAMI SHORES MONTESSORI SCHOOL	25.864986792	-80.185668
6596	MOTHER OF CHRIST CATHOLIC SCHOOL	25.744077352	-80.423047311
6597	MOTHER OF OUR REDEEMER CATHOLIC SCHOOL	25.943449757	-80.337935469
6598	NORTH HIALEAH CHRISTIAN SCHOOL	25.875285844	-80.283908533
6599	NORTHWEST CHRISTIAN ACADEMY	25.898950813	-80.212734
6600	PALMER TRINITY SCHOOL	25.604441666	-80.32138944
6601	PETER PAN CHILDCARE & LEARNING CENTER	25.745602286	-80.368586401
6602	REDLAND CHRISTIAN ACADEMY	25.505416732	-80.478835458
6603	RIVERSIDE BAPTIST CHILD DEVELOPMENT CENTER	25.672411	-80.369041
6604	SHA'AREI BINA TORAH ACADEMY FOR GIRLS	25.795039227	-80.191659976
6605	SHARON SCHOOL OF EXCELLENCE	25.915891103	-80.268587176
6606	SNOW WHITE & THE SEVEN DWARFS SCHOOL	25.873089643	-80.331431843
6607	ST CHRISTOPHERS MONTESSORI	25.698952889	-80.163496733
6608	THE GROWING PLACE	25.748990003	-80.265698511
6609	WINHOLD MONTESSORI SCHOOLS	25.606678024	-80.347325524
6610	ACADEMIA DE LA RECTA PORTA ICDS	38.982570604	-77.026830635
6611	BRITISH INT'L SCHL WASHINGTON	38.917074305	-77.067831319
6612	CALVARY CHRISTIAN ACADEMY	38.922157256	-76.99430871
6613	CAPITOL HILL DAY SCHOOL	38.882320848	-77.003206346
6614	DUPONT PARK ADVENTIST SCHOOL	38.869671558	-76.948001946
6615	EDMUND BURKE SCHOOL	38.942432897	-77.061866013
6616	GEORGETOWN VISITATION PREPARATORY SCHOOL	38.909491602	-77.069359254
6617	GONZAGA COLLEGE HIGH SCHOOL	38.901642694	-77.010838606
6618	KIROV ACADEMY OF BALLET OF WASHINGTON D.C.	38.942135318	-77.006780547
6619	LOWELL SCHOOL	38.984691473	-77.038275065
6620	MARET SCHOOL	38.92824391	-77.060929462
6621	SAN MIGUEL SCHOOL	38.962397938	-77.055493612
6622	AMELIA ISLAND MONTESSORI SCHOOL	30.575392252	-81.452554033
6623	ATLANTIS ACADEMY	25.679410694	-80.3685655
6624	AZALEA PARK BAPTIST SCHOOL	28.546135306	-81.309255497
6625	BELEN JESUIT PREP SCHOOL	25.763947406	-80.4018555
6626	BLESSED TRINITY CATHOLIC SCHOOL	25.811232686	-80.291648
6627	CALVARY CHRISTIAN ACADEMY & PRESCHOOL	30.442511973	-86.630654517
6628	CINCO CHRISTAIN SCHOOL	30.423192431	-86.609250942
6629	CUSHMAN SCHOOL	25.831429955	-80.1845555
6630	FLORIDA CHRISTIAN SCHOOL	25.730245661	-80.3406075
6631	IMMACULATE CONCEPTION SCHOOL	25.864021164	-80.2857015
6632	JEWISH ACADEMY OF ORLANDO	28.634400308	-81.366444557
6633	MONTESSORI LEARNING CENTER	30.414603327	-86.60336982
6634	OKEECHOBEE CHRISTIAN ACADEMY	27.237427554	-80.829096085
6635	ORLANDO BAPTIST TEMPLE	28.59722134	-81.468322919
6636	ORLANDO CHRISTIAN PREP	28.53590544	-81.311791063
6637	RANSOM EVERGLADES SCHOOL	25.72263888	-80.2442165
6638	ROCKY BAYOU CHRISTIAN SCHOOL	30.531222236	-86.45924786
6639	ST AGATHA CATHOLIC SCHOOL	25.757844555	-80.367169
6640	ST AGNES ACADEMY	25.699852656	-80.1641135
6641	ST JOHN'S EPISCOPAL SCHOOL	25.4794768	-80.4736905
6642	ST KEVIN CATHOLIC SCHOOL	25.730844641	-80.398715
6643	ST MARY CATHOLIC SCHOOL	30.408373937	-86.619319768
6644	ST MICHEL ACADEMY	30.674651724	-81.461132063
6645	ST TIMOTHY PARISH SCHOOL	25.716335974	-80.359926
6646	THE BITMORE SCHOOL	25.75461742	-80.288548
6647	WEST OAKS ACADEMY	28.588156592	-81.500295883
6648	WESTMINSTER CHRISTIAN PRIVATE SCHOOL, INC.	25.631772022	-80.304369545
6649	WESTWOOD CHRISTIAN SCHOOL	25.713457191	-80.3879035
6650	ACADEMY FOR AUTISM	28.484111205	-81.372672968
6651	AGAPE CHRISTIAN ACADEMY	28.575543795	-81.475740643
6652	ALPHA LEARNING ACADEMY	28.519853203	-81.426794711
6653	APOPKA CHRISTIAN ACADEMY	28.671424081	-81.508996081
6654	BALDWIN OAKS ACADEMY	28.569008358	-81.346262731
6655	CENTRAL FLORIDA CHRISTIAN ACADEMY	28.548667696	-81.518728581
6656	CIRCLE CHRISTIAN SCHOOL	28.599473044	-81.394136843
6657	COLLEGE PARK KIDDIE KAMPUS	28.571366176	-81.402087895
6658	DIAMOND COMMUNITY SCHOOL	28.052876	-80.596935
6659	ELITE PREPARATORY ACADEMY	28.449955905	-81.387847003
6660	FAMILY CHRISTIAN SCHOOL	28.53390624	-81.572172733
6661	FIRST CONGREGATIONAL PRESCHOOL & KINDERGARTEN	28.596509719	-81.348960946
6662	GRACE CHRISTIAN ACADEMY	28.553780055	-81.330550249
6663	HAMPDEN DUBOSE ACADEMY	28.750815406	-81.60792252
6664	HOLY FAMILY CATHOLIC SCHOOL	28.486228444	-81.507337524
6665	IBN SEENA ACADEMY	28.385556	-81.501541
6666	IEC CHRISTIAN ACADEMY & PRESCHOOL	28.470905913	-81.412275005
6667	INTERNATIONAL COMMUNITY SCHOOL	28.606916173	-81.353799709
6668	IRENE'S CHRISTIAN ACADEMY, INC.	28.586309997	-81.450573981
6669	KINGSWAY CHRISTIAN ACADEMY	28.595508389	-81.467065162
6670	LAKE ROSE CHRISTIAN ACADEMY	28.595500059	-81.476606176
6671	LEADERS PREPARATORY SCHOOL	28.55763642	-81.283376566
6672	MT SINAI JR ACADEMY	28.531503492	-81.412085741
6673	MUSLIM ACADEMY OF GREATER ORLANDO	28.39842623	-81.502806054
6674	ORLANDO WEST ACADEMY	28.581704254	-81.466287268
6675	PATHWAYS PRIVATE SCHOOL	28.473905447	-81.403413878
6676	PEACEFORCE CHRISTIAN ACADEMY	28.549159792	-81.449134335
6677	PREMIER ACADEMY	28.527444951	-81.515179611
6678	REGENCY CHRISTIAN ACADEMY	28.399479457	-81.403565113
6679	SOUTH ORLANDO CHRISTIAN ACADEMY	28.473275651	-81.394756235
6680	ST ANDREW CATHOLIC SCHOOL	28.554834027	-81.458519672
6681	STARCHILD ACADEMY	28.708063638	-81.468793682
6682	THE CONRAD ACADEMY	28.52462756	-81.34495521
6683	THE CRENSHAW SCHOOL	28.535539	-81.547385
6684	THE LIFE ACADEMY OF EXCELLENCE	28.619828589	-81.385560362
6685	TRACE ACADEMY	28.493706103	-81.269656662
6686	TREASURE OF KNOWLEDGE CHRISTIAN ACADEMY	28.422775827	-81.403857572
6687	TRINITY CHRISTIAN SCHOOL	28.664708281	-81.485004633
6688	VICTORY CHRISTIAN ACADEMY	28.584522362	-81.523655416
6689	WINDEMERE PREPARATORY SCHOOL	28.477292874	-81.570071178
6690	AVALON SCHOOL	28.605346483	-81.403068711
6691	BEEMAN PARK PREPARATORY SCHOOL	28.570855805	-81.350036963
6692	BRUSH ARBOR CHRISTIAN SCHOOL	28.576078863	-81.285382973
6693	CHILDS PLACE	28.512477723	-81.353323295
6694	CHRIST CENTERED ACADEMICS	28.247034056	-81.255448943
6695	CITY OF LIFE CHRISTIAN ACADEMY	28.260215355	-81.328319751
6696	EASTLAND CHRISTIAN SCHOOL	28.560658617	-81.307004863
6697	EL BETHEL CHRISTIAN ACADEMY	28.512825553	-81.426679651
6698	FAITH CHRISTIAN ACADEMY & PRESCHOOL	28.575030234	-81.286919046
6699	FAITH HARVEST CHRISTIAN ACADEMY	28.316030271	-81.382174743
6700	FIRST UNITED METHODIST SCHOOL	28.295347189	-81.406400686
6701	FOUNDATION ACADEMY	28.566650996	-81.584146836
6702	GOOD SHEPHERD CATHOLIC SCHOOL	28.551779798	-81.307592
6703	GULF STREAM SCHOOL	26.498331	-80.0547
6704	HARVEST BAPTIST CHRISTIAN ACADEMY	28.536390909	-81.389154545
6705	HERITAGE CHRISTIAN SCHOOL	28.307444177	-81.381511157
6706	HERITAGE PREPARATORY SCHOOL	28.551014304	-81.463832371
6707	HOLY REDEEMER CATHOLIC SCHOOL	28.307084933	-81.423316098
6708	KING OF KINGS LUTHERAN SCHOOL	28.638671234	-81.386793173
6709	LAKE WORTH CHRISTIAN SCHOOL	26.563469	-80.072756
6710	LIFE CHRISTIAN ACADEMY	28.279522846	-81.352422013
6711	MAITLAND MONTESSORI SCHOOL	28.627866834	-81.361275653
6712	MONTESSORI SCHOOL OF CELEBRATION	28.311494847	-81.55328648
6713	MONTESSORI WORLD SCHOOL	28.396908554	-81.50255283
6714	NORTH KISSIMMEE CHRISTIAN SCHOOL	28.319039	-81.40776
6715	OSCEOLA ADVENTIST CHRISTIAN SCHOOL	28.304678718	-81.348484298
6716	PAGE PRIVATE SCHOOL	28.595097179	-81.239701843
6717	PARK MAITLAND SCHOOL	28.617023057	-81.366549756
6718	PINE CASTLE CHRISTIAN ACADEMY	28.473693412	-81.367345239
6719	RADIANT LIFE ACADEMY	28.613527836	-81.49492815
6720	SOUTHLAND CHRISTIAN SCHOOL	28.241781703	-81.303113721
6721	ST ANN CATHOLIC SCHOOL	26.715478	-80.05186
6722	ST CHARLES BORROMEO CATHOLIC SCHOOL	28.589153259	-81.392059963
6723	ST CLARE SCHOOL	26.823349117	-80.074485843
6724	ST JOHN VIANNEY ELEMENTARY SCHOOL	28.468346979	-81.398311881
6725	ST MARGARET MARY CATHOLIC SCHOOL	28.601348808	-81.350692146
6726	ST THOMAS AQUINAS SCHOOL	28.250660638	-81.310484761
6727	THE PARKE HOUSE ACADEMY	28.589243525	-81.372942819
6728	TRINITY LUTHERAN SCHOOL	28.548415463	-81.375560331
6729	TRINITY LUTHERAN SCHOOL	28.303489761	-81.433567225
6730	ALL SAINTS CATHOLIC SCHOOL	26.913856243	-80.125595875
6731	ARTHUR I MEYER JEWISH ACADEMY	26.724059824	-80.111996195
6732	ATLANTIS ACADEMY PALM BEACHES	26.647785218	-80.083209266
6733	BALDWIN PREP SCHOOL	26.844853112	-80.063723004
6734	BEREAN CHRISTIAN SCHOOL	26.706412042	-80.175050678
6735	BOCA RATON CHRISTIAN SCHOOL	26.354133996	-80.09311029
6736	BOCA PREP INTERNATIONAL SCHOOL	26.366321787	-80.209732829
6737	CARDINAL NEWMAN HIGH SCHOOL	26.709364428	-80.09163522
6738	COASTAL MIDDLE & SR HIGH SCHOOL	26.799073434	-80.06286508
6739	DAUGHTER OF ZION JUNIOR ACADEMY	26.466185	-80.076261
6740	DIBACCO SCHOOL	26.631877	-80.057562
6741	DONNA KLEIN JEWISH ACADEMY	26.357702	-80.195963
6742	EPHESUS JUNIOR ACADEMY	26.750880818	-80.079625812
6743	GARDEN OF THE SAHABA ACADEMY	26.37980607	-80.094015163
6744	GOOD SHEPHERD EPISCOPAL SCHOOL	26.959409	-80.095171
6745	HIS ACADEMY/INSTITUTE	26.803814287	-80.073747864
6746	IDEAL SCHOOL	26.683078705	-80.226632581
6747	JUNO BEACH PREPARATORY SCHOOL	26.870116222	-80.056273489
6748	JUPITER ACADEMY	26.932956398	-80.109130393
6749	LAKE PARK BAPTIST SCHOOL	26.798915067	-80.06528348
6750	MATLOCK ACADEMY	26.673205637	-80.078993308
6751	MECE	26.356769	-80.084342
6752	PALM BEACH DAY ACADEMY	26.697058721	-80.05096892
6753	PRIMARY LEARNING PLACE	26.332504413	-80.200438654
6754	R J HENDLEY CHRISTIAN COMMUNITY SCHOOL	26.786095	-80.078521
6755	SACRED HEART SCHOOL	26.620701556	-80.052819119
6756	SPANISH RIVER CHRISTIAN SCHOOL	26.393113132	-80.135475112
6757	ST DAVID'S EPISCOPAL SCHOOL	26.6744076	-80.248465948
6758	ST JOSEPH'S EPISCOPAL SCHOOL	26.493969602	-80.072862901
6759	ST MARK'S EPISCOPAL SCHOOL	26.830855	-80.087264
6760	ST VINCENT FERRER SCHOOL	26.47396	-80.065005
6761	SUNCOAST CHRISTIAN ACADEMY	26.572986131	-80.13030591
6762	THE HARID CONSERVATORY	26.381371	-80.129135
6763	THE LEARNING FOUNDATION OF FLORIDA	26.684627316	-80.229258166
6764	THE SHEPHERD S SCHOOL	26.813972403	-80.681736925
6765	TRINITY CHRISTIAN ACADEMY	26.568751	-80.113815
6766	TRINITY CHRISTIAN SCHOOL OF PALM BEACH GARDENS	26.818112642	-80.106695673
6767	TRINITY LUTHERAN SCHOOL	26.470191395	-80.074091904
6768	WEST GLADES MONTESSORI SCHOOL	26.372946	-80.211324
6769	WEST PALM BEACH JR ACADEMY	26.662674623	-80.141748171
6770	ACADEMY AT THE LAKES	28.189086536	-82.436297916
6771	BAY PINES LUTHERAN SCHOOL	27.841108342	-82.795815334
6772	BISHOP LARKIN CATHOLIC SCHOOL	28.296448663	-82.675862173
6773	BLESSED SACRAMENT CATHOLIC SCHOOL	27.833027063	-82.798710156
6774	BROACH ZEPHYRHILLS	28.235815722	-82.185827157
6775	CALVARY CHRISTIAN HIGH SCHOOL	27.966867458	-82.710177386
6776	CENTER ACADEMY	28.180139063	-82.464332045
6777	CENTER ACADEMY	28.080843066	-82.740685941
6778	CHILDREN'S HOUSE OF BOCA RATON	26.351089	-80.094135
6779	CLASSICAL CHRISTIAN SCHOOL FOR THE ARTS	27.84377083	-82.701292463
6780	CORNERSTONE CHRISTIAN SCHOOL	28.003415099	-82.783301733
6781	COUNTRYSIDE CHRISTIAN ACADEMY	27.986947012	-82.710955585
6782	EAST PASCO ADVENTIST ACADEMY	28.302395199	-82.180278319
6783	ELFERS CHRISTIAN SCHOOL	28.218337349	-82.721142619
6784	ESTHER'S SCHOOL	27.810419757	-82.671854178
6785	GENESIS PREPARATORY SCHOOL	28.269056835	-82.680481908
6786	GENESIS SCHOOL	28.254048701	-82.726561454
6787	GRACE CHRISTIAN SCHOOL OF PASCO	28.337374186	-82.659473767
6788	GULFCOAST SDA ELEMENTARY SCHOOL	27.762977927	-82.716471182
6789	HERITAGE ACADEMY	28.227956273	-82.227327999
6790	HUNTINGTON LEARNING CENTER	28.073852	-82.738756
6791	JUPITER CHRISTIAN SCHOOL	26.929340466	-80.118679
6792	KESWICK CHRISTIAN SCHOOL	27.821622518	-82.779033606
6793	KIDS STUFF PRESCHOOL KINDERGARTEN & CHILDCARE	28.179267366	-82.4631749
6794	LAND O LAKES CHRISTIAN SCHOOL	28.231643303	-82.464893017
6795	MILLENNIUM ACADEMY	28.257816316	-82.675041167
6796	ADVENTIST CHRISTIAN ACADEMY	28.223584164	-82.707586824
6797	OLDSMAR CHRISTIAN SCHOOL	28.033544679	-82.65339753
6798	SAIN JOHN PAUL II ACADEMY	26.387558005	-80.124109425
6799	ROSARIAN ACADEMY	26.721027623	-80.049503
6800	SHORECREST PREPARATORY SCHOOL	27.819280946	-82.632156258
6801	ST ANTHONY CATHOLIC SCHOOL CATHOLIC SCHOOL SYS	28.334774452	-82.272209858
6802	ST JUDE CATHOLIC SCHOOL	26.354467996	-80.148104451
6803	ST JULIANA CATHOLIC SCHOOL	26.673357351	-80.053236364
6804	ST PAUL LUTHERAN SCHOOL	26.351931495	-80.099187927
6805	SUNCOAST WALDORF SCHOOL	28.049433783	-82.751440825
6806	THE BENJAMIN SCHOOL	26.83817841	-80.063242085
6807	UNITY SCHOOL	26.486685806	-80.074444
6808	WORLD OF KNOWLEDGE: A MONTESSORI SCHOOL	28.187125025	-82.73670104
6809	ZEPHYRHILLS CHRISTIAN ACADEMY	28.227432846	-82.205396338
6810	BYNE CHRISTIAN SCHOOL	31.621645314	-84.214932095
6811	CENTENNIAL MONTESSORI SCHOOL	37.558161	-122.318846
6812	CHARLES ARMSTRONG SCHOOL	37.510782412	-122.2837145
6813	CHATTAHOOCHEE CHRISTIAN SCHOOL	34.486072972	-83.768537548
6814	CHILDREN'S HOUSE MONTESSORI SCHOOL	34.884279458	-120.413658967
6815	CHRIST UNITED METHODIST SCHOOL	32.592868844	-83.631549273
6816	CHRISTIAN FELLOWSHIP ACADEMY	32.634860576	-83.606299783
6817	CITY OF KNOWLEDGE ISLAMIC SCHOOL	33.903613116	-84.123366936
6818	COUNTRY BROOK MONTESSORI SCHOOL	33.923452203	-84.21209115
6819	COVENANT CHRISTIAN ACADEMY	33.868709194	-83.914091
6820	CREEKSIDE CHRISTIAN ACADEMY	33.468321042	-84.210434079
6821	CROSSROADS BAPTIST SCHOOL	30.869858937	-83.304744017
6822	DUBLIN MENNONITE SCHOOL	32.630719971	-82.872462726
6823	FAITH CHRISTIAN ACADEMY	34.562601079	-83.492033405
6824	FIRST PRESBYTERIAN CHRISTIAN ACADEMY	31.852734068	-81.591476203
6825	GEORGIA CHRISTIAN SCHOOL	30.748677874	-83.221769493
6826	HAMPTON FIRST BAPTIST ACADEMY	33.385069871	-84.26942348
6827	HIGHLAND CHRISTIAN ACADEMY	30.8426779	-83.248908093
